window,n_test,sharpe,max_drawdown,win_rate,profit_factor,total_return,n_trades,total_pnl,final_capital
1,21,3.678,-0.0004,1.0,inf,0.0007,1,7.27,10007.01
2,21,-1.271,-0.0013,0.5,0.443,-0.0007,2,-7.03,9999.48
3,21,0.98,-0.0004,1.0,inf,0.0001,1,1.5,10000.82
4,21,3.569,-0.0005,0.3333,3.304,0.001,3,10.44,10010.53
5,21,7.872,-0.0002,1.0,inf,0.0012,1,11.75,10021.99
6,21,5.742,-0.0008,1.0,inf,0.0014,1,13.72,10035.37
7,21,3.916,-0.0004,1.0,inf,0.0006,1,6.04,10041.27
8,21,1.1,-0.0004,0.4,1.39,0.0001,5,1.63,10042.6
9,21,-2.654,-0.0019,0.4,0.528,-0.0013,10,-12.83,10029.13
10,21,1.768,-0.0001,0.4,2.233,0.0003,5,2.83,10031.81
11,21,3.009,-0.0004,0.3333,2.334,0.0004,3,4.63,10036.16
12,21,2.529,-0.0009,0.3333,4.064,0.0008,3,8.12,10043.93
13,21,4.753,-0.0003,0.6667,5.374,0.001,3,10.55,10054.06
14,21,7.329,-0.001,1.0,inf,0.0025,2,25.48,10079.11
15,21,-3.541,-0.0018,0.3333,0.038,-0.0012,3,-11.39,10067.36
16,21,1.907,-0.0004,0.3333,2.249,0.0005,3,5.31,10072.23
17,21,5.243,-0.0008,0.6667,25.274,0.0027,3,26.87,10098.69
18,21,4.071,-0.0007,1.0,inf,0.0011,1,11.5,10109.88
19,21,1.279,-0.0013,1.0,inf,0.0009,1,9.55,10118.97
20,21,-0.786,-0.0022,0.5,0.838,-0.0004,4,-3.12,10114.78
21,21,0.204,-0.001,0.25,1.108,0.0001,4,1.07,10115.32
22,21,8.12,-0.0001,0.5,70.4,0.0016,2,16.29,10131.31
23,21,-0.752,-0.0016,0.3333,0.842,-0.0003,3,-2.56,10127.98
24,21,6.943,-0.0005,0.5,inf,0.003,2,30.2,10157.4
25,21,3.763,-0.0011,1.0,inf,0.0015,1,14.84,10171.78
26,21,2.849,-0.0006,1.0,inf,0.0006,1,6.35,10177.84
27,21,-2.938,-0.0017,0.5,0.337,-0.001,2,-9.81,10167.25
28,21,4.909,-0.0004,1.0,inf,0.0012,1,11.77,10178.8
29,21,4.13,-0.0005,1.0,inf,0.0008,1,8.58,10187.16
30,21,1.82,-0.0008,0.5,4.952,0.0006,2,6.1,10193.04
31,21,-9.697,-0.0038,0.0,0.0,-0.0038,4,-37.8,10154.25
32,21,1.792,-0.0005,0.5,1.722,0.0005,4,5.29,10159.05
33,21,2.031,-0.0017,0.5,2.103,0.001,4,10.69,10169.15
34,21,-6.717,-0.0029,0.0,0.0,-0.0028,5,-28.14,10140.04
35,21,-1.432,-0.0014,0.3333,0.438,-0.0005,3,-4.5,10135.24
36,21,-0.356,-0.0016,0.4,0.931,-0.0001,5,-0.8,10133.95
37,21,1.956,-0.0009,0.5,1.642,0.0005,4,5.57,10139.04
38,21,-1.176,-0.0005,0.0,0.0,-0.0002,1,-1.64,10137.34
39,21,-2.857,-0.0014,0.1667,0.539,-0.0008,6,-7.61,10129.05
40,21,1.642,-0.0011,0.6667,2.109,0.0005,3,5.26,10134.03
41,21,5.373,-0.0001,0.6667,7.039,0.0004,3,4.44,10138.35
42,21,-3.275,-0.0002,0.0,0.0,-0.0001,2,-1.1,10137.21
43,21,4.607,-0.0001,0.3333,9.294,0.0003,3,3.26,10140.38
44,21,-0.18,-0.0001,0.0,0.0,-0.0,1,-0.06,10140.3
45,21,3.703,-0.0001,0.5,26.014,0.0001,2,1.31,10141.58
46,21,3.36,-0.0003,0.5,3.71,0.0007,2,7.43,10148.68
47,21,6.111,-0.0004,1.0,inf,0.0017,2,16.99,10165.35
48,21,2.755,-0.0,1.0,inf,0.0,1,0.05,10165.4
49,21,-0.277,-0.0003,0.5,0.653,-0.0,2,-0.15,10165.13
50,21,0.81,-0.0006,0.5,1.505,0.0002,2,2.01,10166.84
51,21,-4.924,-0.0008,0.3333,0.163,-0.0006,3,-6.25,10160.24
52,21,-2.591,-0.0009,0.0,0.0,-0.0005,2,-5.23,10154.82
53,21,7.478,-0.0001,1.0,inf,0.0007,2,7.56,10162.23
54,21,6.648,-0.0003,0.5,362.174,0.001,2,10.7,10172.69
55,21,5.581,-0.0003,0.5,12.457,0.0011,2,11.43,10183.77
56,21,3.229,-0.0007,1.0,inf,0.0011,1,11.02,10194.51
57,21,-0.312,-0.0001,0.0,0.0,-0.0,1,-0.07,10194.42
58,21,-2.848,-0.0006,0.3333,0.359,-0.0004,3,-3.67,10190.49
59,21,2.892,-0.0004,0.5,6.968,0.0003,2,3.72,10193.93
60,21,9.246,-0.0001,0.5,41.852,0.0013,2,13.42,10207.08
61,21,-2.829,-0.0006,0.3333,0.294,-0.0003,3,-3.16,10203.74
62,21,1.326,-0.0004,0.25,1.576,0.0002,4,2.4,10205.89
63,21,8.218,-0.0001,0.6667,28.636,0.0007,3,7.76,10213.39
64,21,3.801,-0.0001,1.0,inf,0.0002,1,1.96,10215.3
65,21,2.811,-0.001,0.6667,2.027,0.0009,3,9.5,10224.01
66,21,0.143,-0.0012,1.0,inf,0.0001,1,0.58,10224.33
