window,n_test,sharpe,max_drawdown,win_rate,profit_factor,total_return,n_trades,total_pnl,final_capital
72,21,0.143,-0.0012,1.0,inf,0.0001,1,0.57,10287.17
73,21,1.474,-0.0008,1.0,inf,0.0005,1,5.09,10292.05
74,21,-3.633,-0.0019,0.0,0.0,-0.0013,2,-13.19,10278.32
75,21,-1.306,-0.0016,0.5,0.253,-0.0008,2,-7.9,10269.79
76,21,3.625,-0.0006,0.6,3.851,0.0016,5,16.34,10285.72
77,21,6.609,-0.0003,1.0,inf,0.0013,2,13.02,10298.48
78,21,6.3,-0.0006,1.0,inf,0.0024,1,25.14,10323.21
79,21,2.392,-0.0008,1.0,inf,0.0007,1,6.91,10329.79
80,21,0.517,-0.0006,1.0,inf,0.0001,1,1.07,10330.64
81,21,9.751,-0.0005,1.0,inf,0.0018,1,18.23,10348.52
82,21,1.837,-0.0011,0.5,1.929,0.0008,2,8.84,10356.78
83,21,1.564,-0.0011,0.3333,1.539,0.0005,3,5.47,10361.64
84,21,-0.027,-0.001,0.5,1.035,-0.0,2,0.29,10361.33
85,21,-1.003,-0.0009,0.0,0.0,-0.0003,1,-3.35,10357.68
86,21,1.53,-0.0005,1.0,inf,0.0004,1,4.16,10361.63
