window,n_test,sharpe,max_drawdown,win_rate,profit_factor,total_return,n_trades,total_pnl,final_capital
89,21,4.645,-0.0001,1.0,inf,0.0008,3,8.4,9975.17
90,21,7.305,-0.0003,1.0,inf,0.0011,2,11.31,9986.04
91,21,2.27,-0.0005,1.0,inf,0.0003,1,3.35,9989.2
92,21,1.358,-0.0001,0.5,inf,0.0001,2,0.84,9989.88
93,21,-7.223,-0.0004,0.3333,0.301,-0.0004,3,-3.87,9985.51
94,21,6.977,-0.0002,0.6667,38.16,0.0016,3,16.62,10001.35
95,21,-1.336,-0.002,0.5,0.634,-0.0006,2,-5.48,9995.22
96,21,0.765,-0.001,0.5,4.015,0.0002,2,2.02,9996.76
97,21,-0.295,-0.0007,0.6667,0.722,-0.0001,3,-0.26,9995.85
98,21,0.562,-0.0006,1.0,inf,0.0002,1,1.69,9997.23
